ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-11-30T20:43:33Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,clickrow,trackdone,False,False,False,1732999280,False
2024-11-30T20:46:54Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1732999480,False
2024-11-30T20:50:15Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1732999681,False
2024-11-30T20:53:36Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1732999882,False
2024-11-30T20:56:57Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733000083,False
2024-11-30T21:00:18Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733000284,False
2024-11-30T21:03:39Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733000485,False
2024-11-30T21:32:39Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733000686,False
2024-11-30T21:36:00Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733002426,False
2024-11-30T21:46:55Z,windows,143792,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,endplay,False,True,False,1733002627,False
2024-11-30T21:47:06Z,windows,9980,IN,122.161.65.208,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,spotify:track:0eCajpR75pDW0r64U6hP2x,,,,,,,,fwdbtn,endplay,False,True,False,1733003282,False
2024-11-30T21:55:09Z,windows,483482,IN,122.161.65.208,Chaudhary,Mame Khan,Coke Studio S2,spotify:track:5Xe4kq8j3saW89CSNQGawF,,,,,,,,clickrow,endplay,False,True,False,1733003293,False
2024-11-30T21:57:24Z,windows,134139,IN,122.161.65.208,Uljhan,Parth Srivastava,Uljhan,spotify:track:13nrujwIxpJl1xtoDpvxyY,,,,,,,,trackdone,trackdone,False,False,False,1733003776,False
2024-11-30T22:10:57Z,windows,255148,IN,122.161.65.208,Ishq Sufiyana (Male),Kamal Khan,The Dirty Picture,spotify:track:5zcfnScTSFGCHGY1yeXWke,,,,,,,,trackdone,fwdbtn,False,True,False,1733003910,False
2024-11-30T22:11:02Z,windows,4960,IN,122.161.65.208,"Kaise Ab Kahein - From ""Gutar Gu""",Gaurav Chatterji,Kaise Ab Kahein,spotify:track:3eSm4iAkLsn3BeggfiQOH9,,,,,,,,fwdbtn,endplay,False,True,False,1733004724,False
2024-11-30T22:13:56Z,windows,174705,IN,122.161.65.208,Mauhalle,Aditya Bhardwaj,Mauhalle,spotify:track:5cmfHLMKcfe24nzVW43BOv,,,,,,,,clickrow,endplay,False,True,False,1733004729,False
2024-11-30T22:16:29Z,windows,152475,IN,122.161.65.208,Tere Saath,maahi,Tere Saath,spotify:track:1qokF3Fsxq2bGT6hYCNPQ4,,,,,,,,trackdone,trackdone,False,False,False,1733004904,False
2024-11-30T22:19:15Z,windows,165152,IN,122.161.65.208,Kareeb,Shivoryx,Kareeb,spotify:track:7u0RjzWnTE2ojWh9wx94ZW,,,,,,,,trackdone,trackdone,False,False,False,1733005056,False
2024-11-30T22:22:44Z,windows,208383,IN,122.161.65.208,Tu Saamne,Abhijeet Srivastava,Tu Saamne,spotify:track:0Q4oZdUT0ddDMeN9snzgvS,,,,,,,,trackdone,trackdone,False,False,False,1733005222,False
2024-11-30T22:23:45Z,windows,60186,IN,122.161.65.208,Tune Jo Na Kaha Unplugged,Ashish Khandal,Tune Jo Na Kaha Unplugged,spotify:track:3rjkRqsb8H4tjRJ711v201,,,,,,,,trackdone,trackdone,False,False,False,1733005431,False
2024-12-01T08:58:37Z,windows,11397,IN,122.161.65.208,Bye,Aditya Bhardwaj,Bye,spotify:track:0PGU5mcLncBYE8yuVpSwqA,,,,,,,,trackdone,endplay,False,True,False,1733005491,False
2024-12-01T09:02:02Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,clickrow,trackdone,False,False,False,1733043589,False
2024-12-01T10:00:17Z,windows,542236,IN,122.161.65.208,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,spotify:track:0eCajpR75pDW0r64U6hP2x,,,,,,,,trackdone,trackdone,False,False,False,1733043816,False
2024-12-01T10:06:19Z,windows,330707,IN,122.161.65.208,Samjho Na,Aditya Rikhari,Samjho Na,spotify:track:1d5lpW3gUyq537iuyrb9Lf,,,,,,,,trackdone,trackdone,False,False,False,1733047315,False
2024-12-01T10:09:34Z,windows,194285,IN,122.161.65.208,Aziyat 2.0 - Reprise Version,Pratsofficial,Aziyat 2.0,spotify:track:3fwyItGexa88kR8j76dIqv,,,,,,,,trackdone,trackdone,False,False,False,1733047646,False
2024-12-01T10:11:35Z,windows,120000,IN,122.161.65.208,"Kaise Ab Kahein - From ""Gutar Gu""",Gaurav Chatterji,Kaise Ab Kahein,spotify:track:3eSm4iAkLsn3BeggfiQOH9,,,,,,,,trackdone,trackdone,False,False,False,1733047841,False
2024-12-01T10:14:47Z,windows,191460,IN,122.161.65.208,Woh Raat,Shivoryx,Woh Raat,spotify:track:52lObaMpTZyYt2aACIkBmC,,,,,,,,trackdone,trackdone,False,False,False,1733047962,False
2024-12-01T10:18:20Z,windows,212750,IN,122.161.65.208,Alag Aasmaan,Anuv Jain,Alag Aasmaan,spotify:track:3bQsp4Vr9Rg4fNCx6HPOgX,,,,,,,,trackdone,trackdone,False,False,False,1733048154,False
2024-12-01T10:22:39Z,windows,231904,IN,122.161.65.208,Teri Ho Na Saki,King,Shayad Woh Sune,spotify:track:4wr3QwOxLqh4uBlHKhtTlx,,,,,,,,trackdone,trackdone,False,False,False,1733048393,False
2024-12-01T10:26:11Z,windows,212108,IN,122.161.65.208,"Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")",Aditya Rikhari,"Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")",spotify:track:1PALLCSlHwAI4upY3sMg8u,,,,,,,,trackdone,trackdone,False,False,False,1733048626,False
2024-12-01T10:29:16Z,windows,184090,IN,122.161.65.208,Farq hai,Suzonn,Farq hai,spotify:track:6MZyrnqwsLnrWY5Gk0AyXg,,,,,,,,trackdone,trackdone,False,False,False,1733048838,False
2024-12-01T10:33:17Z,windows,240953,IN,122.161.65.208,Lag Ja Gale,Sanam,Lag Ja Gale - Sanam,spotify:track:733B0eINqwUqzV49kNRPPA,,,,,,,,trackdone,trackdone,False,False,False,1733049023,False
2024-12-01T10:40:45Z,windows,102525,IN,122.161.65.208,Baarishein,Anuv Jain,Baarishein,spotify:track:3WLJ7D5kh44K5eJ1NqZQ6W,,,,,,,,trackdone,fwdbtn,False,True,False,1733049264,False
2024-12-01T10:43:08Z,windows,143472,IN,122.161.65.208,Savera,Iqlipse Nova,Savera,spotify:track:4XA2TXEycTQL3xhPV7L2kt,,,,,,,,fwdbtn,trackdone,False,False,False,1733049712,False
2024-12-01T10:47:12Z,windows,243310,IN,122.161.65.208,Waqt Ki Baatein,Dream Note,Waqt Ki Baatein,spotify:track:0cJTjTH3XVTTJh8F4Uq1db,,,,,,,,trackdone,trackdone,False,False,False,1733049855,False
2024-12-01T10:51:03Z,windows,230649,IN,122.161.65.208,Teri Yaad,Aditya Rikhari,Teri Yaad,spotify:track:3uUAbrwsttRpv2kfAvAUN9,,,,,,,,trackdone,trackdone,False,False,False,1733050099,False
2024-12-01T10:53:58Z,windows,174146,IN,122.161.65.208,Sajna,Ishpreet Singh,Saaye,spotify:track:5ObHoYQ32HHBs17Wi0OHk2,,,,,,,,trackdone,trackdone,False,False,False,1733050330,False
2024-12-01T10:58:28Z,windows,217894,IN,122.161.65.208,Husn,Anuv Jain,Husn,spotify:track:0TL0LFcwIBF5eX7arDIKxY,,,,,,,,trackdone,trackdone,False,False,False,1733050557,False
2024-12-01T11:01:27Z,windows,178000,IN,122.161.65.208,O Beliya,Darshan Raval,Out of Control,spotify:track:2mdwuBtT1alepau9g6GwnC,,,,,,,,trackdone,trackdone,False,False,False,1733050775,False
2024-12-01T19:45:16Z,windows,79747,IN,122.161.65.208,Heer Ranjha,Rito Riba,Heer Ranjha,spotify:track:3wwLWFRLiReDf5AqgmAJwT,,,,,,,,trackdone,endplay,False,True,False,1733050954,False
2024-12-01T19:48:40Z,windows,200437,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,clickrow,trackdone,False,False,False,1733082388,False
2024-12-01T19:52:01Z,windows,200437,IN,106.221.225.103,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,trackdone,False,False,False,1733082587,False
2024-12-01T19:52:42Z,windows,39155,IN,122.161.65.208,Mishri,Anuv Jain,Mishri,spotify:track:6P1pBAEUoHwRMToeVoTPrg,,,,,,,,trackdone,remote,False,False,False,1733082788,False
2024-12-01T19:53:23Z,android,12640,IN,122.161.65.208,Kaffara (Original Score),Shani Arshad,Kaffara (Original Score),spotify:track:44F1qvl1S0YIAEMOL84uN1,,,,,,,,fwdbtn,remote,True,False,False,1733082791,False
2024-12-01T19:53:24Z,windows,3500,IN,122.161.65.208,Kaffara (Original Score),Shani Arshad,Kaffara (Original Score),spotify:track:44F1qvl1S0YIAEMOL84uN1,,,,,,,,remote,endplay,False,True,False,1733082867,False
2024-12-01T19:57:29Z,windows,246111,IN,122.161.65.208,Jab Tum Miley,Abhilasha Sinha,Jab Tum Miley,spotify:track:1JelKGBph8gon106Wqjwu2,,,,,,,,clickrow,trackdone,False,False,False,1733082871,False
2024-12-01T20:01:36Z,windows,246111,IN,122.161.65.208,Jab Tum Miley,Abhilasha Sinha,Jab Tum Miley,spotify:track:1JelKGBph8gon106Wqjwu2,,,,,,,,trackdone,endplay,False,True,False,1733083117,False
2024-12-01T20:04:31Z,windows,174146,IN,122.161.65.208,Sajna,Ishpreet Singh,Saaye,spotify:track:5ObHoYQ32HHBs17Wi0OHk2,,,,,,,,trackdone,trackdone,False,False,False,1733083365,False
2024-12-01T20:06:48Z,windows,135646,IN,122.161.65.208,Tu Jo Paas,Suzonn,Tu Jo Paas,spotify:track:5uQ2Ne5Z3miUgwN1YZSMQC,,,,,,,,trackdone,fwdbtn,False,True,False,1733083538,False
2024-12-01T20:06:50Z,windows,1860,IN,122.161.65.208,Waqt Ki Baatein,Dream Note,Waqt Ki Baatein,spotify:track:0cJTjTH3XVTTJh8F4Uq1db,,,,,,,,fwdbtn,fwdbtn,False,True,False,1733083675,False
2024-12-01T20:06:52Z,windows,1820,IN,122.161.65.208,Har Dua Mein,AD Adarsh Gupta,Har Dua Mein,spotify:track:0zoqoMXePiPHxriA3mBq8S,,,,,,,,fwdbtn,fwdbtn,False,True,False,1733083677,False
2024-12-01T20:06:59Z,windows,6020,IN,122.161.65.208,Tumhare Aane Se,Ashu Shukla,Tumhare Aane Se,spotify:track:5YVHAfMNjVPbRg6ZPsOcQw,,,,,,,,fwdbtn,endplay,False,True,False,1733083680,False
2024-12-01T20:13:59Z,windows,420680,IN,122.161.65.208,Chaudhary,Mame Khan,Coke Studio S2,spotify:track:5Xe4kq8j3saW89CSNQGawF,,,,,,,,clickrow,endplay,False,True,False,1733083686,False
2024-12-01T20:16:14Z,windows,134139,IN,122.161.65.208,Uljhan,Parth Srivastava,Uljhan,spotify:track:13nrujwIxpJl1xtoDpvxyY,,,,,,,,trackdone,trackdone,False,False,False,1733084107,False
2024-12-01T20:20:15Z,windows,240066,IN,122.161.65.208,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,"Raanjhan (From ""Do Patti"")",spotify:track:4vHRQnzGcKEtqsLH70tAms,,,,,,,,trackdone,trackdone,False,False,False,1733084241,False
2024-12-01T20:23:39Z,windows,204041,IN,122.161.65.208,Haan Ke Haan,Sohail Sen,Maharaj,spotify:track:1WxzZoWBTmB68AtyA6ejBB,,,,,,,,trackdone,trackdone,False,False,False,1733084482,False
2024-12-01T20:30:12Z,windows,311454,IN,122.161.65.208,Mileya Mileya,Rekha Bhardwaj,Happy Ending (Original Motion Picture Soundtrack),spotify:track:2IarWd16hKAvXU8vnEunVb,,,,,,,,trackdone,trackdone,False,False,False,1733084686,False
2024-12-01T20:32:36Z,windows,143472,IN,122.161.65.208,Savera,Iqlipse Nova,Savera,spotify:track:4XA2TXEycTQL3xhPV7L2kt,,,,,,,,trackdone,trackdone,False,False,False,1733085079,False
2024-12-13T09:06:29Z,windows,72427,IN,122.161.68.172,pia <3,Zaeden,pia <3,spotify:track:2f9Gjj4cZaOavIweKg0nfj,,,,,,,,trackdone,remote,False,False,False,1734035230,False
2024-12-13T09:10:07Z,android,217148,IN,2401:4900:8389:1b05:dc6:f442:2e5f:568d,Sahiba,Jasleen Royal,Sahiba,spotify:track:4ulroyDK6rN73nVkCkWhur,,,,,,,,playbtn,endplay,True,True,False,1734080790,False
2024-12-13T09:17:07Z,android,39491,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Tu Mile Dil Khile,Stebin Ben,Tu Mile Dil Khile,spotify:track:6V7UVqe8XnAS4WPdpaw5TK,,,,,,,,trackdone,logout,True,False,False,1734081007,False
2024-12-13T10:52:13Z,android,23281,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Sweet Melody,Little Mix,Confetti,spotify:track:76Tuo484SLohJakHLnGI3B,,,,,,,,appload,endplay,True,True,False,1734087109,False
2024-12-13T10:56:07Z,android,191400,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Wasabi,Little Mix,LM5 (Deluxe),spotify:track:7IOuCLt770D8v0u3SVaDeI,,,,,,,,clickrow,endplay,True,True,False,1734087176,False
2024-12-13T10:56:15Z,android,6494,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Princesses Don't Cry,CARYS,Princesses Don't Cry,spotify:track:5iNc4Yxd9yFHHMXQT4Cc6F,,,,,,,,trackdone,fwdbtn,True,True,False,1734087368,False
2024-12-13T10:56:18Z,android,1060,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,"Too Shayar Hai Main Teri Shayari (From ""Saajan"")",Alka Yagnik,My Best Collection - Alka Yagnik,spotify:track:2lcu8WfAs8qw8crZf4ybRi,,,,,,,,fwdbtn,logout,True,False,False,1734087375,False
2024-12-13T13:08:37Z,android,163516,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,pia <3,Zaeden,pia <3,spotify:track:2f9Gjj4cZaOavIweKg0nfj,,,,,,,,clickrow,endplay,True,True,False,1734095139,False
2024-12-13T13:08:51Z,android,10368,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Aapke Pyaar Mein Hum,Alka Yagnik,Raaz,spotify:track:7rlUYt3JTteF5OqEnx1UYf,,,,,,,,trackdone,endplay,True,True,False,1734095318,False
2024-12-13T13:13:38Z,android,288345,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Rab Rakha,Sonu Nigam,Love Breakups Zindagi,spotify:track:6aC88EtcanNc9PD5FJtDbP,,,,,,,,clickrow,endplay,True,True,False,1734095331,False
2024-12-13T13:13:46Z,android,3837,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Chalte Chalte,Abhijeet,Chalte Chalte,spotify:track:1fAcwdvJs9WqzimQR6wOJ7,,,,,,,,trackdone,endplay,True,True,False,1734095619,False
2024-12-13T13:17:02Z,android,197142,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Raintalk,Aditya Bhardwaj,Raintalk,spotify:track:6ZbOfUtik0vWC41BiHC6AF,,,,,,,,clickrow,endplay,True,True,False,1734095626,False
2024-12-13T13:17:10Z,android,5824,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Main Agar Saamne,Abhijeet,Raaz,spotify:track:42OnkdXwkKo5NzkdOmvE75,,,,,,,,trackdone,endplay,True,True,False,1734095823,False
2024-12-13T13:19:41Z,android,152475,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Tere Saath,maahi,Tere Saath,spotify:track:1qokF3Fsxq2bGT6hYCNPQ4,,,,,,,,clickrow,endplay,True,True,False,1734095830,False
2024-12-13T13:19:49Z,android,6582,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Dilbar Dilbar,Alka Yagnik,Sirf Tum,spotify:track:5pvXcMiqTDzUimGj2Vi8uG,,,,,,,,trackdone,fwdbtn,True,True,False,1734095982,False
2024-12-13T13:19:56Z,android,6408,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,"Too Shayar Hai Main Teri Shayari (From ""Saajan"")",Alka Yagnik,My Best Collection - Alka Yagnik,spotify:track:2lcu8WfAs8qw8crZf4ybRi,,,,,,,,fwdbtn,endplay,True,True,False,1734095989,False
2024-12-13T13:19:58Z,android,1653,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,Phir Le Aya Dil,Pritam,Barfi! (Original Motion Picture Soundtrack),spotify:track:2OvldWM8rVnp7QCn9eCrr1,,,,,,,,clickrow,endplay,True,True,False,1734095996,False
2024-12-13T13:27:31Z,android,454326,IN,2401:4900:83a7:1f6:2605:1643:ba77:664f,TUM MERE 2,Fukra Insaan,TUM MERE 2,spotify:track:3fYlMVGktC2ndxQxf476fm,,,,,,,,clickrow,endplay,True,True,False,1734095998,False
2024-12-13T13:31:37Z,android,17666,IN,103.47.17.249,Tauba Tumhare Ishare,Abhijeet,Chalte Chalte,spotify:track:6kzj1MWS5tFsoOZUz4c8Hc,,,,,,,,trackdone,logout,True,False,False,1734096452,False
2024-12-13T17:02:13Z,windows,217148,IN,122.161.68.172,Sahiba,Jasleen Royal,Sahiba,spotify:track:4ulroyDK6rN73nVkCkWhur,,,,,,,,playbtn,trackdone,False,False,False,1734109190,False
2024-12-13T17:08:36Z,windows,191460,IN,122.161.68.172,Woh Raat,Shivoryx,Woh Raat,spotify:track:52lObaMpTZyYt2aACIkBmC,,,,,,,,playbtn,endplay,False,True,False,1734109599,False
2024-12-13T17:11:53Z,windows,154786,IN,122.161.68.172,Wasabi,Little Mix,LM5 (Deluxe),spotify:track:7IOuCLt770D8v0u3SVaDeI,,,,,,,,playbtn,endplay,False,True,False,1734109832,False
2024-12-13T17:12:37Z,windows,29483,IN,122.161.68.172,Princesses Don't Cry,CARYS,Princesses Don't Cry,spotify:track:5iNc4Yxd9yFHHMXQT4Cc6F,,,,,,,,trackdone,endplay,False,True,False,1734109987,False
2024-12-13T17:15:17Z,windows,158630,IN,122.161.68.172,Sweet Melody,Little Mix,Confetti,spotify:track:76Tuo484SLohJakHLnGI3B,,,,,,,,playbtn,endplay,False,True,False,1734110031,False
2024-12-13T17:19:51Z,windows,226980,IN,122.161.68.172,Paint The Town Red,Doja Cat,Paint The Town Red,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,,,,,,,,clickrow,endplay,True,True,False,1734110191,False
2024-12-13T17:23:48Z,windows,221986,IN,122.161.68.172,Hona Tha Pyar,Atif Aslam,Bol,spotify:track:0KSOLEBixnBYIKNHF1VbzF,,,,,,,,playbtn,trackdone,False,False,False,1734110466,False
2024-12-13T17:24:34Z,windows,4805,IN,122.161.68.172,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,"Raanjhan (From ""Do Patti"")",spotify:track:4vHRQnzGcKEtqsLH70tAms,,,,,,,,trackdone,endplay,False,True,False,1734110727,False
2024-12-13T17:24:46Z,windows,12370,IN,122.161.68.172,16 Shots,Stefflon Don,16 Shots,spotify:track:2169IKAivSUUFGcedGASXc,,,,,,,,clickrow,endplay,True,True,False,1734110748,False
2024-12-13T17:27:53Z,windows,187436,IN,122.161.68.172,Sweet but Psycho,Ava Max,Heaven & Hell,spotify:track:7DnAm9FOTWE3cUvso43HhI,,,,,,,,clickrow,trackdone,True,False,False,1734110760,False
2024-12-13T17:30:16Z,windows,142965,IN,122.161.68.172,this is how i learn to say no,EMELINE,this is how i learn to say no,spotify:track:4yb8suVmTLxvSb8hT6EmT6,,,,,,,,trackdone,trackdone,True,False,False,1734110947,False
2024-12-13T17:30:54Z,windows,35438,IN,122.161.68.172,Cinderella Snapped,Jax,Cinderella Snapped,spotify:track:0ekqS5Kk5TI5o3WwCNwdCL,,,,,,,,trackdone,fwdbtn,True,True,False,1734111091,False
2024-12-13T17:31:05Z,windows,11340,IN,122.161.68.172,Kings & Queens,Ava Max,Heaven & Hell,spotify:track:7a53HqqArd4b9NF4XAmlbI,,,,,,,,fwdbtn,endplay,True,True,False,1734111127,False
2024-12-13T17:34:49Z,windows,223750,IN,122.161.68.172,Build a Bitch,Bella Poarch,Build a Bitch,spotify:track:7BoobGhD4x5K96Me0hqC8Q,,,,,,,,clickrow,endplay,True,True,False,1734111139,False
2024-12-13T18:18:02Z,windows,9220,IN,122.161.68.172,Living Hell,Bella Poarch,Dolls EP,spotify:track:6bTbMMEShyGyrcuIwtBlpA,,,,,,,,clickrow,unknown,True,False,False,1734111363,False
2024-12-13T18:20:51Z,windows,163571,IN,122.161.68.172,Mera Mann,Juss,Mera Mann,spotify:track:7DKWcqsUjsjBD56kbYvx50,,,,,,,,clickrow,trackdone,False,False,False,1734113962,False
2024-12-13T18:23:57Z,windows,154786,IN,122.161.68.172,Wasabi,Little Mix,LM5 (Deluxe),spotify:track:7IOuCLt770D8v0u3SVaDeI,,,,,,,,trackdone,endplay,False,True,False,1734114156,False
2024-12-13T18:37:52Z,windows,45494,IN,122.161.68.172,Mad at Disney,salem ilese,(MORE) Unsponsored Content,spotify:track:0PlzctO0nv2sSIFmqDSE6h,,,,,,,,trackdone,endplay,False,True,False,1734114312,False
2024-12-13T18:38:18Z,windows,2020,IN,122.161.68.172,Parda,Deepak Rathore Project,Parda,spotify:track:5GfeZNDNUu0nHKEfEI43RH,,,,,,,,clickrow,endplay,False,True,False,1734115146,False
2024-12-14T03:14:13Z,windows,165540,IN,122.161.68.172,Payal (Feat. Nora Fatehi),Yo Yo Honey Singh,GLORY,spotify:track:76ZWOhRRQzmb4xMoZzTjJ9,,,,,,,,playbtn,logout,False,False,False,1734115171,False
2024-12-14T09:01:52Z,windows,226751,IN,122.161.68.172,Payal (Feat. Nora Fatehi),Yo Yo Honey Singh,GLORY,spotify:track:76ZWOhRRQzmb4xMoZzTjJ9,,,,,,,,appload,trackdone,False,False,False,1734155585,False
2024-12-14T09:02:50Z,windows,4083,IN,122.161.68.172,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,"Raanjhan (From ""Do Patti"")",spotify:track:4vHRQnzGcKEtqsLH70tAms,,,,,,,,trackdone,endplay,False,True,False,1734167023,False
