ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2025-01-03T19:59:23Z,windows,1801,IN,122.161.75.127,Jab Koi Baat - Recreated,Atif Aslam,Jab Koi Baat - Recreated,spotify:track:43GfQ1SC17rBWiHkOtdwK8,,,,,,,,fwdbtn,fwdbtn,True,True,False,1735934443,False
2025-01-03T19:59:26Z,windows,2801,IN,122.161.75.127,Tere Naina,Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),spotify:track:3hoXhwP0ub9LdSJV4olDIc,,,,,,,,fwdbtn,fwdbtn,True,True,False,1735934445,False
2025-01-03T22:11:33Z,android,3620,IN,2401:4900:5fb3:6685::632:efee,Ishq Sufiyana (Male),Vishal-Shekhar,The Dirty Picture,spotify:track:5zcfnScTSFGCHGY1yeXWke,,,,,,,,appload,logout,True,False,False,1735939823,False
2025-01-04T08:34:35Z,windows,352498,IN,122.161.75.127,Ve Haaniyaan,Danny,Ve Haaniyaan,spotify:track:2C6CJGFLbisteRuY6Plb7b,,,,,,,,fwdbtn,trackdone,True,False,False,1735934448,False
2025-01-04T14:23:55Z,windows,199463,IN,223.228.195.117,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,Love Forever With Arijit Singh,spotify:track:2FCXQHugkoHE1K3tiDu8pu,,,,,,,,trackdone,fwdbtn,True,True,False,1735979757,False
2025-01-04T14:28:00Z,windows,217148,IN,223.228.195.117,Sahiba,Jasleen Royal,Sahiba,spotify:track:4ulroyDK6rN73nVkCkWhur,,,,,,,,fwdbtn,endplay,False,True,False,1736000743,False
2025-01-04T14:30:27Z,windows,1241,IN,122.161.75.127,Little Bit More,Suriel Hess,Little Bit More,spotify:track:6rG1DdPCTzGibgHliYJ4ws,,,,,,,,playbtn,endplay,False,True,False,1736001013,False
2025-01-04T14:55:44Z,windows,192323,IN,122.161.75.127,Parda,Deepak Rathore Project,Parda,spotify:track:5GfeZNDNUu0nHKEfEI43RH,,,,,,,,remote,trackdone,False,False,False,1736002400,False
2025-01-04T16:07:16Z,windows,199648,IN,122.161.75.127,Apna Bana Le,Sachin-Jigar,Bhediya,spotify:track:1hA697u7e1jX2XM8sWA6Uy,,,,,,,,trackdone,remote,False,False,False,1736002685,False
2025-01-04T16:16:26Z,android,217148,IN,2401:4900:5fb3:6685::632:efee,Sahiba,Jasleen Royal,Sahiba,spotify:track:4ulroyDK6rN73nVkCkWhur,,,,,,,,playbtn,trackdone,True,False,False,1736006835,False
2025-01-04T16:17:41Z,android,45999,IN,2401:4900:5fb3:6685::632:efee,Tu Mile Dil Khile,Stebin Ben,Tu Mile Dil Khile,spotify:track:6V7UVqe8XnAS4WPdpaw5TK,,,,,,,,trackdone,fwdbtn,True,True,False,1736007414,False
2025-01-04T16:17:43Z,android,1647,IN,2401:4900:5fb3:6685::632:efee,Ranjha - Sid X Kiara Wedding Version,Jasleen Royal,Shershaah (Original Motion Picture Soundtrack),spotify:track:7r2h3XDSRl6uSDB6wAMh0B,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736007461,False
2025-01-04T16:17:47Z,android,3730,IN,2401:4900:5fb3:6685::632:efee,"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,"Mere Sohneya (From ""Kabir Singh"")",spotify:track:2IoZMG3RqiTmsy7Li3zGFg,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736007463,False
2025-01-04T16:17:49Z,android,1906,IN,2401:4900:5fb3:6685::632:efee,Nachde Ne Saare,Jasleen Royal,Baar Baar Dekho,spotify:track:7HuLB7m448hiKT7Af60Ew3,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736007467,False
2025-01-04T16:17:52Z,android,2472,IN,2401:4900:5fb3:6685::632:efee,Assi Sajna,Jasleen Royal,Assi Sajna,spotify:track:3xIyi0QRmcz0cBDbVPTNGd,,,,,,,,fwdbtn,backbtn,True,True,False,1736007469,False
2025-01-04T16:23:40Z,android,226751,IN,2401:4900:5fb3:6685::632:efee,Payal (Feat. Nora Fatehi),Yo Yo Honey Singh,GLORY,spotify:track:76ZWOhRRQzmb4xMoZzTjJ9,,,,,,,,clickrow,endplay,True,True,False,1736007594,False
2025-01-04T16:24:44Z,android,62069,IN,2401:4900:5fb3:6685::632:efee,Dooriyan,Mohit Chauhan,Love Aaj Kal (Original Motion Picture Soundtrack),spotify:track:5F79ZdjOwGOhUKRHx94sr1,,,,,,,,trackdone,endplay,True,True,False,1736007821,False
2025-01-04T16:25:44Z,android,60128,IN,2401:4900:5fb3:6685::632:efee,Payal (Feat. Nora Fatehi),Yo Yo Honey Singh,GLORY,spotify:track:76ZWOhRRQzmb4xMoZzTjJ9,,,,,,,,playbtn,trackdone,True,False,False,1736007884,False
2025-01-04T16:26:57Z,android,19144,IN,2401:4900:5fb3:6685::632:efee,Blue Eyes,Yo Yo Honey Singh,Blue Eyes,spotify:track:7wW9scVNLYFLsmBb1yAUmS,,,,,,,,trackdone,fwdbtn,True,True,False,1736007997,False
2025-01-04T16:27:00Z,android,1855,IN,2401:4900:5fb3:6685::632:efee,Love Dose,Yo Yo Honey Singh,Desi Kalakaar,spotify:track:1QZRCi2Z1DQQaR6bGAzhtN,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008017,False
2025-01-04T16:27:01Z,android,1213,IN,2401:4900:5fb3:6685::632:efee,Desi Kalakaar,Yo Yo Honey Singh,Desi Kalakaar,spotify:track:7m4CgL81VVIHaaiSxyH922,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008020,False
2025-01-04T16:27:03Z,android,1497,IN,2401:4900:5fb3:6685::632:efee,"Yaar Naa Miley (From ""Kick"")",Yo Yo Honey Singh,Yo Yo Honey Singh Is Back,spotify:track:0qzuXwxORXTwSsBU2aJGj5,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008021,False
2025-01-04T16:27:04Z,android,1074,IN,2401:4900:5fb3:6685::632:efee,"Kalaastar (From ""Honey 3.0"")",Yo Yo Honey Singh,Honey 3.0,spotify:track:0uR4wgF6ksqIEYpztFWGog,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008023,False
2025-01-04T16:27:07Z,android,2128,IN,2401:4900:5fb3:6685::632:efee,"Raanjhan (From ""Do Patti"")",Sachet-Parampara,"Raanjhan (From ""Do Patti"")",spotify:track:4vHRQnzGcKEtqsLH70tAms,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008024,False
2025-01-04T16:27:08Z,android,1050,IN,2401:4900:5fb3:6685::632:efee,"High Heels Te Nachche (From ""Ki &amp; Ka"") (feat. Jaz Dhami, Aditi Singh Sharma)",Meet Bros.,Yo Yo Honey Singh Is Back,spotify:track:0MAL4lkJiJgCwGdO0Q264f,,,,,,,,fwdbtn,fwdbtn,True,True,False,1736008027,False
2025-01-04T16:27:13Z,android,2060,IN,2401:4900:5fb3:6685::632:efee,Mast Kalander,Mika Singh,Mast Kalander,spotify:track:6alNZoLuClM6yFv3GnRANk,,,,,,,,fwdbtn,endplay,True,True,False,1736008028,False
2025-01-04T16:39:07Z,android,110240,IN,2401:4900:5fb3:6685::632:efee,Ilzaam (From the Album 'Industry'),Arjun Kanungo,Ilzaam (From the Album 'Industry'),spotify:track:1ZMq0qzXfGnFo7BN03yddJ,,,,,,,,clickrow,logout,True,False,False,1736008033,False
2025-01-04T17:27:17Z,windows,292206,IN,122.161.75.127,"Ghalat Fehmi - From Super ""Superstar""",Asim Azhar,Ghalat Fehmi,spotify:track:21F87wkvMQuT8rsBeYXBu9,,,,,,,,playbtn,trackdone,False,False,False,1736011426,False
2025-01-04T17:35:09Z,windows,397026,IN,122.161.75.127,In Dino,Pritam,Life In A Metro (Original Motion Picture Soundtrack),spotify:track:6YycppSAeGtSvwmu8qCcr2,,,,,,,,clickrow,trackdone,False,False,False,1736011795,False
2025-01-04T17:39:09Z,windows,214250,IN,223.228.195.117,Maiyya,Sachet-Parampara,Do Patti,spotify:track:5VvkNZesG4T86mUULEG5Wp,,,,,,,,trackdone,trackdone,False,False,False,1736012212,False
2025-01-04T17:45:22Z,windows,256812,IN,223.228.195.117,I Love You,Pritam,Bodyguard,spotify:track:5bHDGWyIFML1LYXZWTD5MF,,,,,,,,trackdone,trackdone,False,False,False,1736012432,False
2025-01-04T17:48:21Z,windows,178000,IN,223.228.195.117,O Beliya,Darshan Raval,Out of Control,spotify:track:2mdwuBtT1alepau9g6GwnC,,,,,,,,trackdone,trackdone,False,False,False,1736012805,False
2025-01-04T17:53:33Z,windows,311676,IN,223.228.195.117,"Kaho Na Kaho - From ""Murder""",Amir Jamal,Murder,spotify:track:6iK2pxK4fCJLZwrzUslWgY,,,,,,,,trackdone,trackdone,False,False,False,1736012983,False
2025-01-04T18:01:50Z,windows,368514,IN,223.228.195.117,Shikayat,AUR,Shikayat,spotify:track:7e2dvR0ySx1bBJRDxVJiG1,,,,,,,,trackdone,trackdone,False,False,False,1736013295,False
2025-01-04T18:07:04Z,windows,312857,IN,223.228.195.117,Ishq Hai,Anurag Saikia,Mismatched: Season 3,spotify:track:3vCzLB6kS2lGcIpm1OOUsy,,,,,,,,trackdone,trackdone,False,False,False,1736013793,False
2025-01-04T18:11:14Z,windows,249707,IN,223.228.195.117,Subhanallah,Pritam,Yeh Jawaani Hai Deewani,spotify:track:0GQngE2rOYvlKwEQjTAsP8,,,,,,,,trackdone,trackdone,False,False,False,1736014106,False
2025-01-04T18:16:39Z,windows,297706,IN,223.228.195.117,"Hothon Se Chhu Lo Tum - From ""Prem Geet""",Jagjit Singh,Dard-E-Jigar,spotify:track:4mBmsPcPa1Eu4LDTHq55Ab,,,,,,,,trackdone,trackdone,False,False,False,1736014384,False
2025-01-04T18:20:12Z,windows,212062,IN,223.228.195.117,Mazaak,Anuv Jain,Mazaak,spotify:track:0uBo93xl23O60oErtKvSAg,,,,,,,,trackdone,trackdone,False,False,False,1736014682,False
2025-01-04T18:24:25Z,windows,221986,IN,223.228.195.117,Hona Tha Pyar,Atif Aslam,Bol,spotify:track:0KSOLEBixnBYIKNHF1VbzF,,,,,,,,trackdone,trackdone,False,False,False,1736014925,False
2025-01-04T18:24:50Z,windows,24103,IN,223.228.195.117,Meherbani,Arko,Best Of Jubin Nautiyal,spotify:track:2VRMKoiauJYUQTxs2TaVsz,,,,,,,,trackdone,fwdbtn,False,True,False,1736015147,False
2025-01-04T18:24:52Z,windows,1341,IN,223.228.195.117,Tum Se Hi,Pritam,Jab We Met,spotify:track:7eQl3Yqv35ioqUfveKHitE,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736015173,False
2025-01-04T18:24:54Z,windows,1371,IN,223.228.195.117,Nayan,Dhvani Bhanushali,Nayan,spotify:track:2KrrAi2smn5Fa7sy7TxrKg,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736015174,False
2025-01-04T18:24:56Z,windows,2591,IN,223.228.195.117,Lae Dooba,Sunidhi Chauhan,Aiyaary,spotify:track:5rpxVbgMMeCOLhhop1DVKj,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736015176,False
2025-01-04T18:24:58Z,windows,1551,IN,223.228.195.117,Ve Kamleya - Asees Version,Asees Kaur,Ve Kamleya - Asees Version,spotify:track:0t13TDloNQhmFFLOa4bMhs,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736015179,False
2025-01-04T18:29:48Z,windows,290867,IN,223.228.195.117,Be Intehaan,Atif Aslam,Best of Romance: Atif Aslam & Pritam,spotify:track:04y4IqZt14y7k7pXYE19Zy,,,,,,,,fwdbtn,trackdone,False,False,False,1736015180,False
2025-01-04T18:34:29Z,windows,280557,IN,223.228.195.117,Khudaya Khair,Pritam,Billu,spotify:track:2XYyriLyJSuGj4FN7QoNmM,,,,,,,,trackdone,trackdone,False,False,False,1736015471,False
2025-01-04T18:37:09Z,windows,158910,IN,223.228.195.117,Khwab,Iqlipse Nova,Khwab,spotify:track:59alvnjzlbX6LaHhXGDZYv,,,,,,,,trackdone,trackdone,False,False,False,1736015752,False
2025-01-04T18:40:41Z,windows,211578,IN,223.228.195.117,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""",Mansheel Gujral,Channa Ve,spotify:track:2Z6HgNji9cNlFLNORw6wDQ,,,,,,,,trackdone,trackdone,False,False,False,1736015911,False
2025-01-04T18:43:21Z,windows,159600,IN,223.228.195.117,Mannat,Darshan Raval,Dard,spotify:track:26elzgFl8tvajnDfeoY1YF,,,,,,,,trackdone,trackdone,False,False,False,1736016123,False
2025-01-04T18:47:36Z,windows,226941,IN,223.228.195.117,Nazm Nazm,Arko,Hits of Ayushmann Khurrana,spotify:track:1tCduDqB3J8r90FAxprLzO,,,,,,,,trackdone,trackdone,False,False,False,1736016310,False
2025-01-04T18:52:22Z,windows,285686,IN,223.228.195.117,Abhi Kuch Dino Se,Pritam,Dil Toh Baccha Hai Ji,spotify:track:1QufGJee7k9v4Cfp2NxXbv,,,,,,,,trackdone,trackdone,False,False,False,1736016538,False
2025-01-04T18:56:10Z,windows,227840,IN,223.228.195.117,Tay Hai,Ankit Tiwari,Rustom,spotify:track:67bjMH6zyv0d8bJps5BTVD,,,,,,,,trackdone,trackdone,False,False,False,1736016824,False
2025-01-04T19:00:12Z,windows,241668,IN,223.228.195.117,Ajab Si,Vishal-Shekhar,Om Shanti Om,spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,,,,,,,,trackdone,trackdone,False,False,False,1736017052,False
2025-01-04T19:03:39Z,windows,205907,IN,223.228.195.117,Ik Kahani,Gajendra Verma,Ik Kahani,spotify:track:4dd9gI8s5V4D3VjMK6L8a3,,,,,,,,trackdone,trackdone,False,False,False,1736017295,False
2025-01-04T19:08:38Z,windows,298771,IN,223.228.195.117,Pehli Dafa,Atif Aslam,Pehli Dafa,spotify:track:4Tkb7zsDmsawB7S5TpKQV1,,,,,,,,trackdone,trackdone,False,False,False,1736017501,False
2025-01-04T20:49:00Z,windows,47117,IN,223.228.195.117,Humko Pyar Hua,Pritam,Ready,spotify:track:4cltuh2RNH0LyZY9I8Vi08,,,,,,,,trackdone,fwdbtn,False,True,False,1736017800,False
2025-01-04T20:54:14Z,windows,286680,IN,223.228.195.117,"Ghalat Fehmi - From Super ""Superstar""",Asim Azhar,Ghalat Fehmi,spotify:track:21F87wkvMQuT8rsBeYXBu9,,,,,,,,fwdbtn,endplay,False,True,False,1736023849,False
2025-01-04T21:01:58Z,windows,129406,IN,223.228.195.117,Kar Ke Dil Tere Hawalay (From Fairy Tale),Sibtain Khalid,Kar Ke Dil Tere Hawalay (From Fairy Tale),spotify:track:5fVjaCjdbC7FtLkbGbNqFp,,,,,,,,trackdone,endplay,False,True,False,1736024137,False
2025-01-04T21:14:37Z,windows,489136,IN,122.161.75.127,"Tu Ibtida (From ""Muhabbat Gumshuda Meri"")",Sibte Hassan,"Tu Ibtida (From ""Muhabbat Gumshuda Meri"")",spotify:track:4nAWDLREeFEytZY8EsAUli,,,,,,,,playbtn,trackdone,False,False,False,1736024601,False
2025-01-04T21:23:40Z,windows,237396,IN,122.161.75.127,Main Kho Gaya,Kushagra,Main Kho Gaya,spotify:track:439sFZXlcQmDiCvc6okc10,,,,,,,,trackdone,trackdone,False,False,False,1736025380,False
2025-01-04T21:28:46Z,windows,306000,IN,122.161.75.127,Shiddat (Original Score),Sahir Ali Bagga,Shiddat (Original Score),spotify:track:1sFYHUEnoIv0ZSaZLiY9Ka,,,,,,,,trackdone,trackdone,False,False,False,1736025902,False
2025-01-04T21:30:31Z,windows,103683,IN,122.161.75.127,Woh Pagal Si (Official Soundtrack),Sibtain Khalid,Woh Pagal Si (Official Soundtrack),spotify:track:1syDdAmnesN9F0ZmoXtLnG,,,,,,,,trackdone,fwdbtn,False,True,False,1736026209,False
2025-01-04T21:34:29Z,windows,205500,IN,122.161.75.127,Inaayat,Tanzeel Khan,Inaayat,spotify:track:1XfPFz0jD2m8uwqphe0lTi,,,,,,,,fwdbtn,trackdone,False,False,False,1736026347,False
2025-01-04T21:35:37Z,windows,67105,IN,122.161.75.127,Tere Sath Mein,Ajit Kale,Tere Sath Mein,spotify:track:0xtPojtH8EAgLOP7J6vTV1,,,,,,,,trackdone,trackdone,False,False,False,1736026551,False
2025-01-04T21:36:16Z,windows,37906,IN,122.161.75.127,"Laila (From ""Notebook"")",Dhvani Bhanushali,"Laila (From ""Notebook"")",spotify:track:2aptOyR4LjSWwKwLFvNPAt,,,,,,,,trackdone,fwdbtn,False,True,False,1736026619,False
2025-01-04T21:36:35Z,windows,17551,IN,122.161.75.127,Ratiyaan - Acoustic Version,Hansika Pareek,Ratiyaan,spotify:track:0x44aC9pAM5RZEArl1zyoj,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736026658,False
2025-01-04T21:36:42Z,windows,7601,IN,122.161.75.127,Dil Zaar Zaar (Original Score),Sahir Ali Bagga,Dil Zaar Zaar (Original Score),spotify:track:2q0D3jcVuZjuPIhNZkIwIo,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736026677,False
2025-01-04T21:36:46Z,windows,2019,IN,122.161.75.127,Lay Hua Dil Tere Hawalay (From Fairy Tale 2),Sibtain Khalid,Lay Hua Dil Tere Hawalay (From Fairy Tale 2),spotify:track:5sOJXADINlx48SdL7kWCLv,,,,,,,,fwdbtn,fwdbtn,False,True,False,1736026685,False
2025-01-04T21:40:40Z,windows,234800,IN,122.161.75.127,Saathiya - Ishq-e-Laa OST,Azaan Sami Khan,Saathiya,spotify:track:1T0n2H9m97zTa4QCRX1ogm,,,,,,,,fwdbtn,trackdone,False,False,False,1736026688,False
2025-01-04T21:42:05Z,windows,84822,IN,122.161.75.127,Tere Laag,Ajit Kale,Tere Laag,spotify:track:2IxYQI0HGbncscFAzz0ZcY,,,,,,,,trackdone,trackdone,False,False,False,1736026922,False
2025-01-04T21:44:09Z,windows,122079,IN,122.161.75.127,DIN TE RAAT,Fukra Insaan,DIN TE RAAT,spotify:track:7ijIj0jqCaXS0Y76cS4hGG,,,,,,,,trackdone,backbtn,False,True,False,1736027007,False
2025-01-04T21:44:12Z,windows,2681,IN,122.161.75.127,Tere Laag,Ajit Kale,Tere Laag,spotify:track:2IxYQI0HGbncscFAzz0ZcY,,,,,,,,backbtn,fwdbtn,False,True,False,1736027131,False
2025-01-04T21:46:54Z,windows,163448,IN,122.161.75.127,DIN TE RAAT,Fukra Insaan,DIN TE RAAT,spotify:track:7ijIj0jqCaXS0Y76cS4hGG,,,,,,,,fwdbtn,trackdone,False,False,False,1736027134,False
2025-01-04T21:58:08Z,windows,56518,IN,122.161.75.127,Dard Pehle Se Hai Zyada (Unplugged),Prashant Katheriya,Dard Pehle Se Hai Zyada (Unplugged),spotify:track:1Oqane2n5o4mPU7pFMrADD,,,,,,,,trackdone,fwdbtn,False,True,False,1736027324,False
2025-01-04T22:03:39Z,windows,319571,IN,223.228.195.117,Jaan Nisar (Original Score),Sahir Ali Bagga,Jaan Nisar (Original Score),spotify:track:4SakKl1Du1QzEDxTbIg2GF,,,,,,,,fwdbtn,logout,False,False,False,1736027971,False
2025-02-06T21:01:00Z,windows,325933,IN,122.161.75.87,Aao Milo Chalo,Pritam,Jab We Met,spotify:track:6ocOeSjnWPcSTaSsi0zIdY,,,,,,,,trackdone,trackdone,False,False,False,1738875434,False
2025-02-06T21:06:57Z,windows,357067,IN,122.161.75.87,Bulleya,Vishal-Shekhar,Sultan,spotify:track:3tgdOveYac7YMEAQD9sGLf,,,,,,,,trackdone,trackdone,False,False,False,1738875760,False
2025-02-06T21:11:01Z,windows,217148,IN,122.161.75.87,Sahiba,Jasleen Royal,Sahiba,spotify:track:4ulroyDK6rN73nVkCkWhur,,,,,,,,trackdone,trackdone,False,False,False,1738876144,False
2025-02-06T21:15:09Z,windows,247374,IN,122.161.75.87,Ilzaam (From the Album 'Industry'),Arjun Kanungo,Ilzaam (From the Album 'Industry'),spotify:track:1ZMq0qzXfGnFo7BN03yddJ,,,,,,,,trackdone,trackdone,False,False,False,1738876361,False
2025-02-06T21:19:43Z,windows,273188,IN,122.161.75.87,Jogi,Yasser Desai,Shaadi Mein Zaroor Aana,spotify:track:2tqIKAq7jGWdt7u6Gb8tRF,,,,,,,,trackdone,trackdone,False,False,False,1738876609,False
2025-02-06T21:23:59Z,windows,255468,IN,122.161.75.87,"Kya Meri Yaad Aati Hai (From ""Sky Force"")",Tanishk Bagchi,"Kya Meri Yaad Aati Hai (From ""Sky Force"")",spotify:track:2hPMMkjM0eSDgsNFfIVSwf,,,,,,,,trackdone,trackdone,False,False,False,1738876883,False
2025-02-06T21:29:13Z,windows,285686,IN,122.161.75.87,Abhi Kuch Dino Se,Pritam,Dil Toh Baccha Hai Ji,spotify:track:1QufGJee7k9v4Cfp2NxXbv,,,,,,,,trackdone,trackdone,False,False,False,1738877167,False
2025-02-06T21:34:38Z,windows,325257,IN,122.161.75.87,Ishq Sufiyana (Male),Vishal-Shekhar,The Dirty Picture,spotify:track:5zcfnScTSFGCHGY1yeXWke,,,,,,,,trackdone,trackdone,False,False,False,1738877453,False
2025-02-06T21:35:10Z,windows,30354,IN,122.161.75.87,Kasoor,Prateek Kuhad,Kasoor,spotify:track:08kTa3SL9sV6Iy8KLKtGql,,,,,,,,trackdone,endplay,False,True,False,1738877779,False
2025-02-06T21:41:06Z,windows,357067,IN,122.161.75.87,Bulleya,Vishal-Shekhar,Sultan,spotify:track:3tgdOveYac7YMEAQD9sGLf,,,,,,,,clickrow,trackdone,False,False,False,1738877810,False
2025-02-06T21:46:50Z,windows,312857,IN,122.161.75.87,Ishq Hai,Anurag Saikia,Mismatched: Season 3,spotify:track:3vCzLB6kS2lGcIpm1OOUsy,,,,,,,,trackdone,trackdone,False,False,False,1738878197,False
2025-02-06T21:48:35Z,windows,104387,IN,122.161.75.87,Sawaar Loon,Monali Thakur,Lootera,spotify:track:29YePgOxuPLfU7uZKxKf6w,,,,,,,,trackdone,endplay,False,True,False,1738878510,False
2025-02-06T21:50:20Z,windows,99941,IN,122.161.75.87,Shy Mora Saiyaan,Meet Bros.,Shy Mora Saiyaan,spotify:track:6WsA43QddJtxmkuSNm39LX,,,,,,,,clickrow,endplay,False,True,False,1738878618,False
2025-02-06T21:50:22Z,windows,1531,IN,122.161.75.87,Joy Joy Dugga Thakur Maiki,Monali Thakur,"Joy Joy Dugga Thakur Maiki (From ""Shubho Bijoya"")",spotify:track:5GXxyMH1n7JQGzwYiDJCgg,,,,,,,,fwdbtn,fwdbtn,False,True,False,1738878720,False
2025-02-06T21:50:29Z,windows,881,IN,122.161.75.87,"Tumi Daak Naam Dile - From ""Paka Dekha""",Shaan,Tumi Daak Naam Dile,spotify:track:01IBvAPl310AQvurmpwBYu,,,,,,,,fwdbtn,endplay,False,True,False,1738878722,False
2025-02-06T21:53:54Z,windows,205691,IN,122.161.75.87,Na Tum Jaano Na Hum,maahi,Na Tum Jaano Na Hum,spotify:track:68JDe6WjvmQ4cgd4Xr6ERr,,,,,,,,playbtn,endplay,False,True,False,1738878729,False
2025-02-06T21:54:34Z,windows,3271,IN,122.161.75.87,Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,spotify:track:3APdIdF8H0jsxSuGOqXedS,,,,,,,,playbtn,fwdbtn,True,True,False,1738878970,False
2025-02-06T21:55:43Z,windows,1431,IN,122.161.75.87,Little Bit More,Suriel Hess,Little Bit More,spotify:track:6rG1DdPCTzGibgHliYJ4ws,,,,,,,,fwdbtn,endplay,False,True,False,1738879042,False
2025-02-06T21:59:23Z,windows,197316,IN,122.161.75.87,Beqarrar Yeh Dil,Majlas Royal,Beqarrar Yeh Dil,spotify:track:47Frtd4tyjLjMXCvL3GEQ0,,,,,,,,playbtn,endplay,False,True,False,1738879067,False
2025-02-08T18:33:27Z,windows,182893,IN,122.161.75.87,Beqarrar Yeh Dil,Majlas Khan,Beqarrar Yeh Dil,spotify:track:4sBVBWrtgcDBAH3UF0UjgF,,,,,,,,trackerror,endplay,False,True,False,1739020803,False
2025-02-08T18:37:14Z,windows,228000,IN,122.161.75.87,Ye Pyar Nahi To Kya Hai,Rahul Jain,Ye Pyar Nahi To Kya Hai,spotify:track:0MNgTp3FLtbPiCvrG8lsru,,,,,,,,playbtn,endplay,False,True,False,1739039709,False
2025-02-08T18:38:58Z,windows,4191,IN,122.161.75.87,Little Bit More,Suriel Hess,Little Bit More,spotify:track:6rG1DdPCTzGibgHliYJ4ws,,,,,,,,playbtn,endplay,False,True,False,1739040035,False
2025-02-08T18:41:41Z,windows,163516,IN,122.161.75.87,pia <3,Zaeden,pia <3,spotify:track:2f9Gjj4cZaOavIweKg0nfj,,,,,,,,playbtn,endplay,False,True,False,1739040040,False
